statefips,countyfips,state,county,pop10,pop11,pop12,pop13,pop14,pop15
19,043,Iowa,Clayton County,18081,17991,17926,17766,17702,17644
19,045,Iowa,Clinton County,49111,49110,48719,48299,47929,47768
19,047,Iowa,Crawford County,17162,17247,17322,17391,17205,17094
19,049,Iowa,Dallas County,66697,69804,72205,74804,77516,80133
19,051,Iowa,Davis County,8771,8752,8689,8749,8752,8769
19,053,Iowa,Decatur County,8421,8262,8258,8246,8257,8220
19,055,Iowa,Delaware County,17771,17650,17573,17489,17419,17403
19,057,Iowa,Des Moines County,40255,40096,40259,40420,40211,40055
19,059,Iowa,Dickinson County,16668,16889,16975,16934,16928,17111
19,061,Iowa,Dubuque County,93924,94612,95227,95981,96587,97125
19,063,Iowa,Emmet County,10282,10079,9963,9909,9866,9769
19,065,Iowa,Fayette County,20857,20975,20814,20530,20370,20257
19,067,Iowa,Floyd County,16299,16098,16106,16060,16027,15960
19,069,Iowa,Franklin County,10692,10686,10523,10519,10423,10295
19,071,Iowa,Fremont County,7430,7372,7143,7068,7039,6906
19,073,Iowa,Greene County,9350,9318,9171,9143,9204,9027
19,075,Iowa,Grundy County,12459,12469,12431,12321,12377,12435
19,077,Iowa,Guthrie County,10947,10865,10775,10676,10709,10676
19,079,Iowa,Hamilton County,15640,15457,15327,15333,15179,15190
19,081,Iowa,Hancock County,11307,11277,11166,11055,10987,10974
19,083,Iowa,Hardin County,17537,17395,17386,17444,17371,17367
19,085,Iowa,Harrison County,14927,14796,14522,14417,14337,14265
19,087,Iowa,Henry County,20112,20281,20063,20145,19962,19950
19,089,Iowa,Howard County,9560,9542,9580,9495,9441,9410
19,091,Iowa,Humboldt County,9798,9790,9724,9675,9624,9555
19,093,Iowa,Ida County,7069,7079,7091,7131,7025,7028
19,095,Iowa,Iowa County,16337,16353,16221,16353,16390,16401
19,097,Iowa,Jackson County,19830,19721,19692,19542,19460,19444
19,099,Iowa,Jasper County,36816,36638,36552,36747,36866,36827
19,101,Iowa,Jefferson County,16825,17043,17148,17359,17486,17555
19,103,Iowa,Johnson County,131291,133733,136923,139851,142421,144251
19,105,Iowa,Jones County,20676,20738,20606,20495,20496,20466
19,107,Iowa,Keokuk County,10498,10365,10398,10306,10225,10163
19,109,Iowa,Kossuth County,15526,15376,15359,15275,15224,15165
19,111,Iowa,Lee County,35837,35590,35609,35349,35210,35089
19,113,Iowa,Linn County,211676,214028,215301,216137,217819,219916
19,115,Iowa,Louisa County,11364,11369,11330,11292,11179,11185
19,117,Iowa,Lucas County,8892,8835,8753,8712,8673,8682
19,119,Iowa,Lyon County,11567,11715,11770,11684,11695,11745
19,121,Iowa,Madison County,15734,15738,15644,15473,15611,15753
19,123,Iowa,Mahaska County,22401,22506,22411,22395,22342,22324
19,125,Iowa,Marion County,33231,33311,33312,33068,33257,33294
19,127,Iowa,Marshall County,40694,40993,41092,41085,40896,40746
19,129,Iowa,Mills County,15056,15010,14846,14854,14754,14844
19,131,Iowa,Mitchell County,10806,10718,10747,10725,10788,10832
19,133,Iowa,Monona County,9234,9255,9136,9091,8979,8979
19,135,Iowa,Monroe County,7984,8040,8059,7974,7965,7973
19,137,Iowa,Montgomery County,10702,10658,10563,10434,10438,10234
19,139,Iowa,Muscatine County,42735,42777,42900,42939,42939,43011
19,141,Iowa,O'Brien County,14397,14202,14167,14039,14066,13984
19,143,Iowa,Osceola County,6451,6310,6184,6205,6203,6154
19,145,Iowa,Page County,15942,15925,15746,15558,15543,15527
19,147,Iowa,Palo Alto County,9393,9360,9279,9164,9105,9133
19,149,Iowa,Plymouth County,24969,24833,24874,24907,24851,24800
19,151,Iowa,Pocahontas County,7277,7210,7156,7137,7125,7008
19,153,Iowa,Polk County,432270,437860,444069,451866,460341,467711
19,155,Iowa,Pottawattamie County,93368,93463,92897,92828,93207,93671
19,157,Iowa,Poweshiek County,18907,18863,18772,18641,18701,18550
19,159,Iowa,Ringgold County,5122,5093,5078,5033,5033,5068
19,161,Iowa,Sac County,10352,10230,10171,10042,10043,10021
19,163,Iowa,Scott County,165744,167058,168836,170513,171437,172126
19,165,Iowa,Shelby County,12163,12034,12082,11956,11962,11927
19,167,Iowa,Sioux County,33732,34037,34343,34529,34699,34937
19,169,Iowa,Story County,89633,90956,91868,93627,95456,96021
19,171,Iowa,Tama County,17729,17625,17534,17500,17400,17337
19,173,Iowa,Taylor County,6315,6278,6234,6198,6150,6205
19,175,Iowa,Union County,12519,12570,12604,12608,12626,12469
19,177,Iowa,Van Buren County,7559,7511,7454,7438,7415,7344
19,179,Iowa,Wapello County,35645,35437,35356,35371,35240,35173
19,181,Iowa,Warren County,46333,46682,46977,47444,47979,48626
19,183,Iowa,Washington County,21697,21829,21919,22003,22087,22247
19,185,Iowa,Wayne County,6399,6367,6361,6419,6387,6385
19,187,Iowa,Webster County,37876,37733,37305,37312,37053,37071
19,189,Iowa,Winnebago County,10839,10731,10637,10489,10606,10609
19,191,Iowa,Winneshiek County,21065,21039,21048,20872,20750,20709
19,193,Iowa,Woodbury County,102364,102660,102387,102333,102486,102782
19,195,Iowa,Worth County,7583,7580,7523,7537,7608,7569
19,197,Iowa,Wright County,13197,13047,13018,12969,12872,12773
20,000,Kansas,Kansas,2858824,2869917,2886281,2894630,2902507,2911641
20,001,Kansas,Allen County,13354,13347,13343,13088,12912,12717
20,003,Kansas,Anderson County,8092,8044,7910,7842,7877,7808
20,005,Kansas,Atchison County,16869,16779,16793,16703,16491,16398
20,007,Kansas,Barber County,4838,4915,4869,4915,4870,4823
20,009,Kansas,Barton County,27682,27684,27526,27426,27258,27103
20,011,Kansas,Bourbon County,15143,14923,14847,14804,14776,14712
20,013,Kansas,Brown County,9978,9994,9883,9941,9804,9776
20,015,Kansas,Butler County,65913,65870,65800,65868,66183,66741
20,017,Kansas,Chase County,2791,2794,2754,2701,2683,2679
20,019,Kansas,Chautauqua County,3647,3614,3566,3546,3474,3402
20,021,Kansas,Cherokee County,21550,21371,21205,20903,20748,20533
20,023,Kansas,Cheyenne County,2720,2702,2672,2672,2687,2679
20,025,Kansas,Clark County,2201,2136,2179,2196,2120,2096
20,027,Kansas,Clay County,8540,8516,8510,8396,8337,8347
20,029,Kansas,Cloud County,9526,9397,9395,9355,9331,9219
20,031,Kansas,Coffey County,8592,8520,8513,8429,8444,8384
20,033,Kansas,Comanche County,1888,1886,1910,1921,1949,1843
20,035,Kansas,Cowley County,36301,36237,36264,36185,35920,35788
20,037,Kansas,Crawford County,39177,39200,39385,39343,39374,39217
20,039,Kansas,Decatur County,2945,2918,2877,2909,2890,2932
20,041,Kansas,Dickinson County,19779,19706,19733,19479,19360,19303
20,043,Kansas,Doniphan County,7948,7947,7867,7839,7846,7797
20,045,Kansas,Douglas County,111242,112415,113255,114651,116463,118053
20,047,Kansas,Edwards County,3051,3025,2979,2962,3022,2968
20,049,Kansas,Elk County,2873,2794,2674,2647,2693,2605
20,051,Kansas,Ellis County,28444,28774,29100,29055,29006,29029
20,053,Kansas,Ellsworth County,6517,6470,6474,6387,6375,6343
20,055,Kansas,Finney County,36957,37141,37150,37111,37147,37118
20,057,Kansas,Ford County,34040,34427,34787,34954,34865,34536
20,059,Kansas,Franklin County,26011,25891,25874,25778,25614,25609
20,061,Kansas,Geary County,35285,35301,37949,36935,36722,37030
20,063,Kansas,Gove County,2680,2686,2717,2758,2706,2640
20,065,Kansas,Graham County,2605,2638,2589,2594,2555,2591
20,067,Kansas,Grant County,7834,7884,7831,7840,7792,7733
20,069,Kansas,Gray County,6024,6104,5991,6001,6095,6133
20,071,Kansas,Greeley County,1258,1252,1268,1288,1305,1330
20,073,Kansas,Greenwood County,6673,6602,6436,6374,6311,6244
20,075,Kansas,Hamilton County,2705,2631,2636,2597,2593,2474
20,077,Kansas,Harper County,6019,5939,5865,5853,5832,5817
20,079,Kansas,Harvey County,34741,34715,34820,34768,34797,35073
20,081,Kansas,Haskell County,4274,4217,4197,4101,4073,4064
20,083,Kansas,Hodgeman County,1915,1987,1965,1956,1914,1893
20,085,Kansas,Jackson County,13470,13444,13419,13333,13464,13338
20,087,Kansas,Jefferson County,19133,18970,18907,18827,18854,18930
20,089,Kansas,Jewell County,3067,3090,3040,3058,3030,2970
20,091,Kansas,Johnson County,545789,553010,559960,566979,573964,580159
20,093,Kansas,Kearny County,3990,3963,3981,3921,3941,3956
20,095,Kansas,Kingman County,7842,7896,7829,7829,7708,7687
20,097,Kansas,Kiowa County,2562,2556,2504,2527,2530,2564
20,099,Kansas,Labette County,21542,21424,21209,20927,20876,20803
20,101,Kansas,Lane County,1737,1763,1701,1717,1687,1670
20,103,Kansas,Leavenworth County,76544,77106,77735,78195,78784,79315
20,105,Kansas,Lincoln County,3234,3210,3165,3137,3153,3105
20,107,Kansas,Linn County,9636,9605,9483,9519,9496,9536
20,109,Kansas,Logan County,2774,2766,2797,2786,2793,2825
20,111,Kansas,Lyon County,33642,33650,33542,33538,33243,33339
20,113,Kansas,McPherson County,29141,29216,29353,29590,29161,28941
20,115,Kansas,Marion County,12665,12544,12377,12219,12208,12103
20,117,Kansas,Marshall County,10109,10004,10065,10022,9998,9936
20,119,Kansas,Meade County,4592,4524,4396,4298,4367,4330
20,121,Kansas,Miami County,32874,32711,32620,32817,32740,32553
20,123,Kansas,Mitchell County,6347,6294,6332,6318,6255,6282
20,125,Kansas,Montgomery County,35382,34772,34469,34389,33977,33314
20,127,Kansas,Morris County,5911,5859,5852,5715,5678,5645
20,129,Kansas,Morton County,3237,3171,3137,3141,3075,3007
20,131,Kansas,Nemaha County,10171,10129,10112,10153,10175,10227
20,133,Kansas,Neosho County,16495,16466,16461,16452,16390,16346
20,135,Kansas,Ness County,3107,3126,3084,3088,3083,3005
20,137,Kansas,Norton County,5658,5666,5594,5614,5525,5550
20,139,Kansas,Osage County,16291,16339,16174,16085,15955,15847
20,141,Kansas,Osborne County,3836,3842,3816,3808,3763,3683
20,143,Kansas,Ottawa County,6095,6087,6063,6062,6054,5975
20,145,Kansas,Pawnee County,6970,7018,6899,6918,6884,6838
20,147,Kansas,Phillips County,5624,5535,5511,5549,5483,5428
20,149,Kansas,Pottawatomie County,21714,22022,22332,22624,22849,23298
20,151,Kansas,Pratt County,9645,9656,9778,9802,9770,9691
20,153,Kansas,Rawlins County,2503,2540,2536,2587,2555,2506
20,155,Kansas,Reno County,64567,64409,64232,64150,63781,63718
20,157,Kansas,Republic County,4944,4899,4845,4790,4773,4725
20,159,Kansas,Rice County,10105,10092,10002,9991,10008,9977
20,161,Kansas,Riley County,71605,73344,76295,75551,74675,75247
20,163,Kansas,Rooks County,5181,5193,5209,5179,5171,5174
20,165,Kansas,Rush County,3318,3199,3206,3178,3187,3130
20,167,Kansas,Russell County,6992,6970,6975,6954,7001,7039
20,169,Kansas,Saline County,55774,55719,55856,55758,55650,55691
20,171,Kansas,Scott County,4951,4905,4872,4924,4976,4964
20,173,Kansas,Sedgwick County,499315,501042,504167,506570,509294,511574
20,175,Kansas,Seward County,22982,23197,23394,23333,23296,23152
20,177,Kansas,Shawnee County,178353,178966,179011,178722,178537,178725
20,179,Kansas,Sheridan County,2550,2543,2532,2529,2541,2512
20,181,Kansas,Sherman County,6010,6034,6109,6080,6063,5983
20,183,Kansas,Smith County,3861,3793,3756,3707,3739,3704
20,185,Kansas,Stafford County,4421,4383,4345,4341,4296,4236
20,187,Kansas,Stanton County,2248,2219,2163,2166,2127,2072
20,189,Kansas,Stevens County,5742,5637,5749,5822,5845,5806
20,191,Kansas,Sumner County,24096,23844,23703,23608,23498,23535
20,193,Kansas,Thomas County,7942,7949,7946,7971,7855,7904
20,195,Kansas,Trego County,2990,2977,2969,2967,2916,2927
20,197,Kansas,Wabaunsee County,7032,7027,7002,7019,6988,6951
20,199,Kansas,Wallace County,1484,1524,1527,1565,1514,1518
20,201,Kansas,Washington County,5782,5832,5729,5641,5628,5598
20,203,Kansas,Wichita County,2241,2262,2234,2193,2174,2157
20,205,Kansas,Wilson County,9404,9248,9124,9090,8988,8856
20,207,Kansas,Woodson County,3305,3312,3266,3207,3157,3115
20,209,Kansas,Wyandotte County,157678,158031,159472,161009,162147,163369
21,000,Kentucky,Kentucky,4347937,4367882,4382667,4398500,4412617,4425092
21,001,Kentucky,Adair County,18618,18721,18688,18858,18967,19027
21,003,Kentucky,Allen County,20033,20168,20240,20293,20436,20640
21,005,Kentucky,Anderson County,21452,21552,21658,21732,21886,21979
21,007,Kentucky,Ballard County,8258,8285,8302,8270,8213,8212
21,009,Kentucky,Barren County,42122,42365,42634,42982,43073,43570
21,011,Kentucky,Bath County,11613,11708,11797,11995,12164,12228
21,013,Kentucky,Bell County,28710,28634,28154,27912,27713,27337
21,015,Kentucky,Boone County,119351,121615,123186,124383,126190,127712
21,017,Kentucky,Bourbon County,19945,19985,19986,19960,20019,20116
21,019,Kentucky,Boyd County,49622,49400,49246,48904,48709,48325
21,021,Kentucky,Boyle County,28636,28754,28979,29610,29788,29809
21,023,Kentucky,Bracken County,8503,8503,8473,8440,8388,8321
21,025,Kentucky,Breathitt County,13854,13830,13637,13569,13433,13484
21,027,Kentucky,Breckinridge County,20037,20269,20081,20040,19899,20018
21,029,Kentucky,Bullitt County,74506,75296,75926,76842,78041,78702
21,031,Kentucky,Butler County,12719,12763,12791,12802,12879,12938
21,033,Kentucky,Caldwell County,12989,12983,12927,12794,12744,12681
21,035,Kentucky,Calloway County,37365,37676,38034,38258,38221,38343
21,037,Kentucky,Campbell County,90614,91180,91178,91214,91737,92066
21,039,Kentucky,Carlisle County,5101,5049,5042,4980,4974,4874
21,041,Kentucky,Carroll County,10804,10977,10868,10857,10751,10699
21,043,Kentucky,Carter County,27733,27411,27450,27370,27240,27158
21,045,Kentucky,Casey County,15952,15953,16074,16089,15844,15808
21,047,Kentucky,Christian County,74158,73584,75652,74284,73965,73309
21,049,Kentucky,Clark County,35613,35465,35755,35599,35710,35757
21,051,Kentucky,Clay County,21685,21604,21535,21226,21123,21013
21,053,Kentucky,Clinton County,10273,10157,10251,10164,10195,10174
21,055,Kentucky,Crittenden County,9314,9276,9250,9207,9192,9183
21,057,Kentucky,Cumberland County,6860,6869,6859,6802,6748,6759
21,059,Kentucky,Daviess County,96713,97208,97820,98244,98336,99259
21,061,Kentucky,Edmonson County,12192,12267,12135,12083,12031,12007
21,063,Kentucky,Elliott County,7882,7915,7749,7668,7647,7648
21,065,Kentucky,Estill County,14695,14634,14484,14450,14435,14375
21,067,Kentucky,Fayette County,296717,301291,305525,308829,311399,314488
21,069,Kentucky,Fleming County,14401,14491,14539,14544,14510,14637
21,071,Kentucky,Floyd County,39934,39794,39139,38463,38095,37756
21,073,Kentucky,Franklin County,49310,49377,49536,49611,49992,50375
21,075,Kentucky,Fulton County,6813,6719,6532,6370,6250,6238
21,077,Kentucky,Gallatin County,8610,8583,8502,8506,8606,8636
21,079,Kentucky,Garrard County,16946,16825,16953,16932,16934,17237
21,081,Kentucky,Grant County,24681,24712,24491,24542,24846,24757
21,083,Kentucky,Graves County,37222,37518,37534,37384,37654,37421
21,085,Kentucky,Grayson County,25800,25786,25849,26005,26144,26221
21,087,Kentucky,Green County,11236,11213,11309,11167,11047,11010
21,089,Kentucky,Greenup County,36900,36837,36702,36481,36299,36068
21,091,Kentucky,Hancock County,8551,8599,8663,8669,8720,8692
21,093,Kentucky,Hardin County,107016,107457,107100,108188,108463,106439
21,095,Kentucky,Harlan County,29225,29163,28605,28473,28056,27703
21,097,Kentucky,Harrison County,18816,18681,18602,18550,18643,18763
21,099,Kentucky,Hart County,18195,18327,18409,18482,18533,18454
21,101,Kentucky,Henderson County,46254,46358,46434,46347,46432,46407
21,103,Kentucky,Henry County,15382,15360,15321,15403,15573,15620
21,105,Kentucky,Hickman County,4869,4810,4750,4721,4707,4612
21,107,Kentucky,Hopkins County,46863,46870,46679,46517,46304,46222
21,109,Kentucky,Jackson County,13497,13403,13304,13403,13324,13352
21,111,Kentucky,Jefferson County,742228,746174,751111,757516,760621,763623
21,113,Kentucky,Jessamine County,48712,48961,49544,50188,50988,51961
21,115,Kentucky,Johnson County,23397,23437,23427,23474,23239,23175
21,117,Kentucky,Kenton County,160014,160667,161815,163494,164045,165012
21,119,Kentucky,Knott County,16331,16281,16069,16045,15913,15693
21,121,Kentucky,Knox County,31858,32070,31691,31829,31727,31730
21,123,Kentucky,Larue County,14192,14194,14071,14065,14172,14241
21,125,Kentucky,Laurel County,58988,59352,59559,59712,60036,60094
21,127,Kentucky,Lawrence County,15883,15910,15830,15835,15783,15745
21,129,Kentucky,Lee County,7708,7687,7545,6833,6777,6752
21,131,Kentucky,Leslie County,11284,11273,11135,10985,10882,10711
21,133,Kentucky,Letcher County,24550,24419,23932,23516,23365,23123
21,135,Kentucky,Lewis County,13832,13843,13822,13767,13835,13682
21,137,Kentucky,Lincoln County,24751,24704,24407,24433,24484,24463
21,139,Kentucky,Livingston County,9536,9500,9441,9352,9355,9316
21,141,Kentucky,Logan County,26843,26814,26683,26964,26882,26910
21,143,Kentucky,Lyon County,8318,8428,8436,8449,8392,8306
21,145,Kentucky,McCracken County,65531,65780,65609,65333,65300,65018
21,147,Kentucky,McCreary County,18291,18272,18049,17919,17886,17878
21,149,Kentucky,McLean County,9513,9522,9519,9495,9451,9512
21,151,Kentucky,Madison County,83195,84230,84924,85523,86687,87824
21,153,Kentucky,Magoffin County,13305,13208,13023,12911,12946,12808
21,155,Kentucky,Marion County,19818,20031,19995,19993,19199,19365
21,157,Kentucky,Marshall County,31468,31271,31274,31210,31047,31101
21,159,Kentucky,Martin County,12896,12879,12765,12680,12524,12307
21,161,Kentucky,Mason County,17499,17534,17447,17282,17120,17099
21,163,Kentucky,Meade County,28732,29679,29305,29320,29260,27924
21,165,Kentucky,Menifee County,6358,6408,6316,6331,6304,6358
21,167,Kentucky,Mercer County,21345,21269,21346,21299,21388,21407
21,169,Kentucky,Metcalfe County,10120,10074,9989,9962,9992,9909
21,171,Kentucky,Monroe County,10965,10903,10842,10705,10707,10667
21,173,Kentucky,Montgomery County,26551,26750,26873,27240,27366,27608
21,175,Kentucky,Morgan County,13747,13721,13475,13341,13326,13275
21,177,Kentucky,Muhlenberg County,31638,31501,31357,31261,31243,31183
21,179,Kentucky,Nelson County,43608,44023,44370,44500,44800,45126
21,181,Kentucky,Nicholas County,7123,7097,7028,7030,7088,7131
21,183,Kentucky,Ohio County,23845,23992,24048,24019,24050,24216
21,185,Kentucky,Oldham County,60433,60767,62145,63161,64237,64875
21,187,Kentucky,Owen County,10844,10820,10756,10615,10633,10730
21,189,Kentucky,Owsley County,4768,4823,4684,4600,4511,4461
21,191,Kentucky,Pendleton County,14903,14650,14529,14549,14433,14408
21,193,Kentucky,Perry County,28694,28730,28272,28013,27626,27565
21,195,Kentucky,Pike County,64950,64666,64275,63602,62835,61792
21,197,Kentucky,Powell County,12645,12623,12476,12483,12385,12269
21,199,Kentucky,Pulaski County,63208,63415,63484,63694,63798,63782
21,201,Kentucky,Robertson County,2273,2287,2214,2214,2188,2138
21,203,Kentucky,Rockcastle County,17067,17114,17076,16744,16835,16942
21,205,Kentucky,Rowan County,23345,23505,23423,23539,23681,23892
21,207,Kentucky,Russell County,17558,17663,17545,17704,17769,17662
21,209,Kentucky,Scott County,47446,48040,49053,50050,51327,52420
21,211,Kentucky,Shelby County,42276,42936,43667,44286,44929,45632
21,213,Kentucky,Simpson County,17353,17324,17578,17747,17864,18006
21,215,Kentucky,Spencer County,17109,17347,17406,17551,17688,17894
21,217,Kentucky,Taylor County,24561,24730,24803,24894,25120,25420
21,219,Kentucky,Todd County,12429,12431,12644,12491,12522,12531
21,221,Kentucky,Trigg County,14344,14199,14390,14292,14134,14233
21,223,Kentucky,Trimble County,8802,8800,8818,8799,8729,8769
21,225,Kentucky,Union County,15287,15273,15108,15103,15154,15050
21,227,Kentucky,Warren County,114210,115518,116936,118844,120601,122851
21,229,Kentucky,Washington County,11742,11780,11871,11883,11955,12063
21,231,Kentucky,Wayne County,20831,20872,20776,20675,20486,20464
21,233,Kentucky,Webster County,13595,13543,13472,13381,13220,13170
21,235,Kentucky,Whitley County,35748,35651,35627,35779,35784,36129
21,237,Kentucky,Wolfe County,7352,7362,7190,7260,7232,7259
21,239,Kentucky,Woodford County,25031,24925,25058,25268,25539,25793
22,000,Louisiana,Louisiana,4544951,4575381,4603676,4627491,4648990,4670724
22,001,Louisiana,Acadia Parish,61856,61763,61850,62125,62498,62577
22,003,Louisiana,Allen Parish,25738,25724,25565,25603,25691,25683
22,005,Louisiana,Ascension Parish,107849,110062,112227,114581,117364,119455
22,007,Louisiana,Assumption Parish,23352,23175,23065,23182,23020,22842
22,009,Louisiana,Avoyelles Parish,42090,41818,41586,41291,41145,41103
22,011,Louisiana,Beauregard Parish,35846,36073,36292,36247,36220,36462
22,013,Louisiana,Bienville Parish,14328,14228,14160,13942,13769,13786
22,015,Louisiana,Bossier Parish,117625,120045,123145,123883,124769,125175
22,017,Louisiana,Caddo Parish,255692,257005,257346,255198,252702,251460
22,019,Louisiana,Calcasieu Parish,193106,193817,194499,195493,196839,198788
22,021,Louisiana,Caldwell Parish,10138,10090,10010,9935,9922,9993
22,023,Louisiana,Cameron Parish,6903,6690,6629,6689,6705,6817
22,025,Louisiana,Catahoula Parish,10373,10321,10260,10292,10215,10147
22,027,Louisiana,Claiborne Parish,17154,16952,16861,16686,16399,16295
22,029,Louisiana,Concordia Parish,20831,20820,20442,20445,20398,20142
22,031,Louisiana,De Soto Parish,26684,26769,26975,27016,27011,27052
22,033,Louisiana,East Baton Rouge Parish,440722,441371,444135,445129,446064,446753
22,035,Louisiana,East Carroll Parish,7725,7661,7568,7503,7466,7307
22,037,Louisiana,East Feliciana Parish,20171,20146,19956,19660,19818,19696
22,039,Louisiana,Evangeline Parish,33964,33842,33717,33791,33745,33743
22,041,Louisiana,Franklin Parish,20820,20772,20599,20522,20449,20410
22,043,Louisiana,Grant Parish,22347,22369,22380,22336,22382,22343
22,045,Louisiana,Iberia Parish,73254,73543,73920,74075,74048,74103
22,047,Louisiana,Iberville Parish,33364,33337,33307,33326,33079,33095
22,049,Louisiana,Jackson Parish,16292,16348,16239,16119,15980,15858
22,051,Louisiana,Jefferson Parish,432741,434018,434413,435217,435536,436275
22,053,Louisiana,Jefferson Davis Parish,31627,31577,31427,31286,31439,31439
22,055,Louisiana,Lafayette Parish,222147,224315,227130,231466,236047,240098
22,057,Louisiana,Lafourche Parish,96680,96980,97035,97155,97875,98325
22,059,Louisiana,LaSalle Parish,14918,14953,14873,14826,14871,14974
22,061,Louisiana,Lincoln Parish,46863,47066,47088,47390,47429,47774
22,063,Louisiana,Livingston Parish,128707,130175,131894,134171,135717,137788
22,065,Louisiana,Madison Parish,12099,11969,12191,11896,11793,11514
22,067,Louisiana,Morehouse Parish,27895,27490,27433,26996,26744,26395
22,069,Louisiana,Natchitoches Parish,39526,39538,39476,39213,39242,39179
22,071,Louisiana,Orleans Parish,347900,360779,370011,378921,384360,389617
22,073,Louisiana,Ouachita Parish,153969,154617,155272,156054,156141,156761
22,075,Louisiana,Plaquemines Parish,23124,23642,23896,23585,23375,23495
22,077,Louisiana,Pointe Coupee Parish,22757,22822,22697,22397,22325,22251
22,079,Louisiana,Rapides Parish,131784,132039,132079,132449,132416,132141
22,081,Louisiana,Red River Parish,9058,9049,9022,8867,8661,8593
22,083,Louisiana,Richland Parish,20742,20893,20909,20875,20684,20523
22,085,Louisiana,Sabine Parish,24234,24428,24303,24206,24116,24186
22,087,Louisiana,St. Bernard Parish,36812,39502,41509,43409,44462,45408
22,089,Louisiana,St. Charles Parish,52844,52414,52481,52657,52832,52812
22,091,Louisiana,St. Helena Parish,11167,11010,11038,10845,10629,10567
22,093,Louisiana,St. James Parish,22006,21817,21668,21631,21568,21567
22,095,Louisiana,St. John the Baptist Parish,45621,45049,44737,43618,43773,43626
22,097,Louisiana,St. Landry Parish,83492,83419,83476,83517,83803,83848
22,099,Louisiana,St. Martin Parish,52264,52850,52710,52935,53300,53835
22,101,Louisiana,St. Mary Parish,54541,54123,53530,53517,53223,52810
22,103,Louisiana,St. Tammany Parish,234565,236844,239344,242470,246056,250088
22,105,Louisiana,Tangipahoa Parish,121491,122644,123672,125413,126948,128755
22,107,Louisiana,Tensas Parish,5224,5086,4961,4878,4802,4740
22,109,Louisiana,Terrebonne Parish,111544,111651,111754,112756,113579,113972
22,111,Louisiana,Union Parish,22829,22766,22528,22412,22481,22477
22,113,Louisiana,Vermilion Parish,58091,58241,58637,59280,59518,59875
22,115,Louisiana,Vernon Parish,52742,52312,54162,52886,52217,50803
22,117,Louisiana,Washington Parish,47099,47138,46636,46349,46287,46371
22,119,Louisiana,Webster Parish,41192,41225,40907,40657,40276,40021
22,121,Louisiana,West Baton Rouge Parish,23948,24078,24067,24572,25140,25490
22,123,Louisiana,West Carroll Parish,11578,11517,11493,11448,11518,11293
22,125,Louisiana,West Feliciana Parish,15624,15468,15436,15425,15363,15385
22,127,Louisiana,Winn Parish,15282,15136,15048,14777,14746,14568
23,000,Maine,Maine,1327695,1328257,1328888,1328778,1330256,1329328
23,001,Maine,Androscoggin County,107706,107403,107558,107365,107408,107233
23,003,Maine,Aroostook County,71721,71335,70729,69971,69361,68628
23,005,Maine,Cumberland County,281462,282758,284103,285882,287875,289977
23,007,Maine,Franklin County,30719,30716,30634,30464,30206,29991
23,009,Maine,Hancock County,54370,54546,54548,54800,54738,54659
23,011,Maine,Kennebec County,122104,121785,121657,121114,121026,119980
23,013,Maine,Knox County,39715,39692,39635,39635,39798,39855
23,015,Maine,Lincoln County,34388,34278,34213,34171,34149,33969
23,017,Maine,Oxford County,57773,57775,57501,57326,57301,57202
23,019,Maine,Penobscot County,153871,153822,153607,153527,153535,152692
23,021,Maine,Piscataquis County,17546,17359,17269,17183,17040,16931
23,023,Maine,Sagadahoc County,35233,35102,35114,35033,35063,35149
23,025,Maine,Somerset County,52250,51932,51855,51727,51260,51113
23,027,Maine,Waldo County,38816,38816,38914,38970,39025,39155
23,029,Maine,Washington County,32824,32711,32519,32235,31863,31625
23,031,Maine,York County,197197,198227,199032,199375,200608,201169
24,000,Maryland,Maryland,5788409,5844171,5890740,5936040,5975346,6006401
24,001,Maryland,Allegany County,75024,74592,73982,73637,73008,72528
24,003,Maryland,Anne Arundel County,539308,545084,550700,556134,560286,564195
24,005,Maryland,Baltimore County,806171,813210,818533,824130,827794,831128
24,009,Maryland,Calvert County,88947,89288,89665,90458,90562,90595
24,011,Maryland,Caroline County,33072,32927,32635,32639,32525,32579
24,013,Maryland,Carroll County,167205,167256,167197,167460,167682,167627
24,015,Maryland,Cecil County,101164,101644,101767,101871,102135,102382
24,017,Maryland,Charles County,147137,149265,150796,152904,154687,156118
24,019,Maryland,Dorchester County,32656,32694,32479,32587,32527,32384
24,021,Maryland,Frederick County,234196,237338,239569,241159,243475,245322
24,023,Maryland,Garrett County,30087,30106,29899,29950,29652,29460
24,025,Maryland,Harford County,245239,246710,248642,249240,249949,250290
24,027,Maryland,Howard County,288634,293921,299684,304850,308705,313414
24,029,Maryland,Kent County,20199,20237,19983,19814,19793,19787
24,031,Maryland,Montgomery County,976179,993068,1006472,1019164,1030476,1040116
24,033,Maryland,Prince George's County,865912,875277,882971,892941,903357,909535
24,035,Maryland,Queen Anne's County,47824,48333,48531,48507,48726,48904
24,037,Maryland,St. Mary's County,105758,107779,109019,109510,110350,111413
24,039,Maryland,Somerset County,26479,26331,26114,26057,25632,25768
24,041,Maryland,Talbot County,37886,37968,38053,37900,37560,37512
24,043,Maryland,Washington County,147738,148819,149203,149321,149423,149585
24,045,Maryland,Wicomico County,98938,100097,100590,101087,101768,102370
24,047,Maryland,Worcester County,51476,51435,51551,51505,51563,51540
