STATE|COUNTY|STNAME|CTYNAME|CENSUS2010POP|POPESTIMATE2014
51|790|Virginia|Staunton city|23746|24538
51|800|Virginia|Suffolk city|84585|86806
51|810|Virginia|Virginia Beach city|437994|450980
51|820|Virginia|Waynesboro city|21006|21366
51|830|Virginia|Williamsburg city|14068|14691
51|840|Virginia|Winchester city|26203|27543
53|000|Washington|Washington|6724540|7061530
53|001|Washington|Adams County|18728|19179
53|003|Washington|Asotin County|21623|22189
53|005|Washington|Benton County|175177|186486
53|007|Washington|Chelan County|72453|74588
53|009|Washington|Clallam County|71404|72715
53|011|Washington|Clark County|425363|451008
53|013|Washington|Columbia County|4078|3985
53|015|Washington|Cowlitz County|102410|102133
53|017|Washington|Douglas County|38431|39804
53|019|Washington|Ferry County|7551|7667
53|021|Washington|Franklin County|78163|87809
53|023|Washington|Garfield County|2266|2215
53|025|Washington|Grant County|89120|93147
53|027|Washington|Grays Harbor County|72797|70818
53|029|Washington|Island County|78506|79275
53|031|Washington|Jefferson County|29872|30228
53|033|Washington|King County|1931249|2079967
53|035|Washington|Kitsap County|251133|254183
53|037|Washington|Kittitas County|40915|42522
53|039|Washington|Klickitat County|20318|20861
53|041|Washington|Lewis County|75455|75128
53|043|Washington|Lincoln County|10570|10250
53|045|Washington|Mason County|60699|60711
53|047|Washington|Okanogan County|41120|41290
53|049|Washington|Pacific County|20920|20561
53|051|Washington|Pend Oreille County|13001|12985
53|053|Washington|Pierce County|795225|831928
53|055|Washington|San Juan County|15769|16015
53|057|Washington|Skagit County|116901|120365
53|059|Washington|Skamania County|11066|11340
53|061|Washington|Snohomish County|713335|759583
53|063|Washington|Spokane County|471221|484318
53|065|Washington|Stevens County|43531|43650
53|067|Washington|Thurston County|252264|265851
53|069|Washington|Wahkiakum County|3978|4067
53|071|Washington|Walla Walla County|58781|59844
53|073|Washington|Whatcom County|201140|208351
53|075|Washington|Whitman County|44776|46827
53|077|Washington|Yakima County|243231|247687
54|000|West Virginia|West Virginia|1852994|1850326
54|001|West Virginia|Barbour County|16589|16766
54|003|West Virginia|Berkeley County|104169|110497
54|005|West Virginia|Boone County|24629|23714
54|007|West Virginia|Braxton County|14523|14463
54|009|West Virginia|Brooke County|24069|23530
54|011|West Virginia|Cabell County|96319|97109
54|013|West Virginia|Calhoun County|7627|7513
54|015|West Virginia|Clay County|9386|8941
54|017|West Virginia|Doddridge County|8202|8391
54|019|West Virginia|Fayette County|46039|45132
54|021|West Virginia|Gilmer County|8693|8618
54|023|West Virginia|Grant County|11937|11687
54|025|West Virginia|Greenbrier County|35480|35450
54|027|West Virginia|Hampshire County|23964|23483
54|029|West Virginia|Hancock County|30676|30112
54|031|West Virginia|Hardy County|14025|13923
54|033|West Virginia|Harrison County|69099|68761
54|035|West Virginia|Jackson County|29211|29126
54|037|West Virginia|Jefferson County|53498|55713
54|039|West Virginia|Kanawha County|193063|190223
54|041|West Virginia|Lewis County|16372|16414
54|043|West Virginia|Lincoln County|21720|21561
54|045|West Virginia|Logan County|36743|35348
54|047|West Virginia|McDowell County|22113|20448
54|049|West Virginia|Marion County|56418|56803
54|051|West Virginia|Marshall County|33107|32416
54|053|West Virginia|Mason County|27324|27016
54|055|West Virginia|Mercer County|62264|61785
54|057|West Virginia|Mineral County|28212|27578
54|059|West Virginia|Mingo County|26839|25716
54|061|West Virginia|Monongalia County|96189|103463
54|063|West Virginia|Monroe County|13502|13582
54|065|West Virginia|Morgan County|17541|17453
54|067|West Virginia|Nicholas County|26233|25827
54|069|West Virginia|Ohio County|44443|43328
54|071|West Virginia|Pendleton County|7695|7371
54|073|West Virginia|Pleasants County|7605|7634
54|075|West Virginia|Pocahontas County|8719|8662
54|077|West Virginia|Preston County|33520|33788
54|079|West Virginia|Putnam County|55486|56770
54|081|West Virginia|Raleigh County|78859|78241
54|083|West Virginia|Randolph County|29405|29429
54|085|West Virginia|Ritchie County|10449|10011
54|087|West Virginia|Roane County|14926|14664
54|089|West Virginia|Summers County|13927|13417
54|091|West Virginia|Taylor County|16895|17069
54|093|West Virginia|Tucker County|7141|6927
54|095|West Virginia|Tyler County|9208|9098
54|097|West Virginia|Upshur County|24254|24731
54|099|West Virginia|Wayne County|42481|41122
54|101|West Virginia|Webster County|9154|8834
54|103|West Virginia|Wetzel County|16583|15988
54|105|West Virginia|Wirt County|5717|5845
54|107|West Virginia|Wood County|86956|86237
54|109|West Virginia|Wyoming County|23796|22598
55|000|Wisconsin|Wisconsin|5686986|5757564
55|001|Wisconsin|Adams County|20875|20215
55|003|Wisconsin|Ashland County|16157|16103
55|005|Wisconsin|Barron County|45870|45455
55|007|Wisconsin|Bayfield County|15014|14985
55|009|Wisconsin|Brown County|248007|256670
55|011|Wisconsin|Buffalo County|13587|13188
55|013|Wisconsin|Burnett County|15457|15328
55|015|Wisconsin|Calumet County|48971|49491
55|017|Wisconsin|Chippewa County|62415|63460
55|019|Wisconsin|Clark County|34690|34423
55|021|Wisconsin|Columbia County|56833|56615
55|023|Wisconsin|Crawford County|16644|16392
55|025|Wisconsin|Dane County|488073|516284
55|027|Wisconsin|Dodge County|88759|88574
55|029|Wisconsin|Door County|27785|27766
55|031|Wisconsin|Douglas County|44159|43698
55|033|Wisconsin|Dunn County|43857|44305
55|035|Wisconsin|Eau Claire County|98736|101564
55|037|Wisconsin|Florence County|4423|4481
55|039|Wisconsin|Fond du Lac County|101633|101759
55|041|Wisconsin|Forest County|9304|9127
55|043|Wisconsin|Grant County|51208|51829
55|045|Wisconsin|Green County|36842|37063
55|047|Wisconsin|Green Lake County|19051|18836
55|049|Wisconsin|Iowa County|23687|23825
55|051|Wisconsin|Iron County|5916|5917
55|053|Wisconsin|Jackson County|20449|20652
55|055|Wisconsin|Jefferson County|83686|84395
55|057|Wisconsin|Juneau County|26664|26395
55|059|Wisconsin|Kenosha County|166426|168068
55|061|Wisconsin|Kewaunee County|20574|20444
55|063|Wisconsin|La Crosse County|114638|118011
55|065|Wisconsin|Lafayette County|16836|16853
55|067|Wisconsin|Langlade County|19977|19410
55|069|Wisconsin|Lincoln County|28743|28493
55|071|Wisconsin|Manitowoc County|81442|80160
55|073|Wisconsin|Marathon County|134063|135780
55|075|Wisconsin|Marinette County|41749|41298
55|077|Wisconsin|Marquette County|15404|15050
55|078|Wisconsin|Menominee County|4232|4522
55|079|Wisconsin|Milwaukee County|947735|956406
55|081|Wisconsin|Monroe County|44673|45379
55|083|Wisconsin|Oconto County|37660|37417
55|085|Wisconsin|Oneida County|35998|35563
55|087|Wisconsin|Outagamie County|176695|182006
55|089|Wisconsin|Ozaukee County|86395|87470
55|091|Wisconsin|Pepin County|7469|7335
55|093|Wisconsin|Pierce County|41019|40958
55|095|Wisconsin|Polk County|44205|43437
55|097|Wisconsin|Portage County|70019|70482
55|099|Wisconsin|Price County|14159|13675
55|101|Wisconsin|Racine County|195408|195163
55|103|Wisconsin|Richland County|18021|17662
55|105|Wisconsin|Rock County|160331|161188
55|107|Wisconsin|Rusk County|14755|14333
55|109|Wisconsin|St. Croix County|84345|86759
55|111|Wisconsin|Sauk County|61976|63379
55|113|Wisconsin|Sawyer County|16557|16437
55|115|Wisconsin|Shawano County|41949|41579
55|117|Wisconsin|Sheboygan County|115507|115290
55|119|Wisconsin|Taylor County|20689|20540
55|121|Wisconsin|Trempealeau County|28816|29509
55|123|Wisconsin|Vernon County|29773|30362
55|125|Wisconsin|Vilas County|21430|21398
55|127|Wisconsin|Walworth County|102228|103527
55|129|Wisconsin|Washburn County|15911|15694
55|131|Wisconsin|Washington County|131887|133251
55|133|Wisconsin|Waukesha County|389891|395118
55|135|Wisconsin|Waupaca County|52410|52066
55|137|Wisconsin|Waushara County|24496|24178
55|139|Wisconsin|Winnebago County|166994|169511
55|141|Wisconsin|Wood County|74749|73608
56|000|Wyoming|Wyoming|563626|584153
56|001|Wyoming|Albany County|36299|37811
56|003|Wyoming|Big Horn County|11668|11930
56|005|Wyoming|Campbell County|46133|48320
56|007|Wyoming|Carbon County|15885|15854
56|009|Wyoming|Converse County|13833|14097
56|011|Wyoming|Crook County|7083|7248
56|013|Wyoming|Fremont County|40123|40703
56|015|Wyoming|Goshen County|13249|13514
56|017|Wyoming|Hot Springs County|4812|4816
56|019|Wyoming|Johnson County|8569|8573
56|021|Wyoming|Laramie County|91738|96389
56|023|Wyoming|Lincoln County|18106|18567
56|025|Wyoming|Natrona County|75450|81624
56|027|Wyoming|Niobrara County|2484|2463
56|029|Wyoming|Park County|28205|28989
56|031|Wyoming|Platte County|8667|8799
56|033|Wyoming|Sheridan County|29116|30032
56|035|Wyoming|Sublette County|10247|10057
56|037|Wyoming|Sweetwater County|43806|45010
56|039|Wyoming|Teton County|21294|22930
56|041|Wyoming|Uinta County|21118|20904
56|043|Wyoming|Washakie County|8533|8322
56|045|Wyoming|Weston County|7208|7201
